source_file,constraint_name,from_table,from_columns,to_table,to_columns,match_type
dbo.IBT_RECEIVER_LINE.sql,FK_IBT_RECEIVER_LINE_00,IBT_RECEIVER_LINE,RECEIVER_ID,IBT_RECEIVER,ID,ALTER_TABLE_FK
dbo.IBT_RECEIVER_LINE.sql,FK_IBT_RECEIVER_LINE_00,IBT_RECEIVER_LINE,SHIPPER_ID,IBT_SHIPPER,SHIPPER_ID,ALTER_TABLE_FK
dbo.IBT_SHIPPER.sql,FK_IBT_SHIPPER_TO_SITE,IBT_SHIPPER,CONTACT_ID,CONTACT,ID,ALTER_TABLE_FK
dbo.IBT_SHIPPER.sql,FK_IBT_SHP_CONT_ID,IBT_SHIPPER,IBT_ID,IBT,ID,ALTER_TABLE_FK
dbo.IBT_SHIPPER.sql,FK_IBT_SHIPPER_TO_SITE,IBT_SHIPPER,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.IBT_SHIPPER_LINE.sql,FKEY9492,IBT_SHIPPER_LINE,SHIPPER_ID,IBT_SHIPPER,SHIPPER_ID,ALTER_TABLE_FK
dbo.INBOX_ERROR.sql,FK_INBOX_ERROR_TO_INBOX,INBOX_ERROR,C_INBOX_ID,COR_INBOX_ENTRY,C_ID,ALTER_TABLE_FK
dbo.INDIRECT.sql,FKEY0255,INDIRECT,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INDIRECT_DETAIL.sql,FKEY9010,INDIRECT_DETAIL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.INDIRECT_DETAIL.sql,FKEY9010,INDIRECT_DETAIL,TRANSACTION_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INDIRECT_DIST.sql,FKEY0199,INDIRECT_DIST,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.INDIRECT_DIST.sql,FKEY0012,INDIRECT_DIST,GL_ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INDIRECT_DIST.sql,FK_INDDST_BATCH,INDIRECT_DIST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.INDIRECT_DIST.sql,FK_INDDST_BATCH,INDIRECT_DIST,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.INSPECTION_ORDER.sql,FK_IO_TO_EMP,INSPECTION_ORDER,EMPLOYEE_ID,EMPLOYEE,ID,ALTER_TABLE_FK
dbo.INSPECTION_ORDER.sql,FK_IO_TO_EMP,INSPECTION_ORDER,INV_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INSPECTION_ORDER.sql,FK_IO_TO_RCVR_LINE,INSPECTION_ORDER,"RECEIVER_ID, RECEIVER_LINE_NO",RECEIVER_LINE,"RECEIVER_ID, LINE_NO",ALTER_TABLE_FK
dbo.INSPECTION_ORDER.sql,FK_IO_TO_INV_TRANS,INSPECTION_ORDER,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, OPERATION_SEQ_NO",OPERATION,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",ALTER_TABLE_FK
dbo.INSTALLMENT_LINE.sql,FK_INSTALLMENT_LINE_00,INSTALLMENT_LINE,"INSTALLMENT_ID, INST_TYPE",INSTALLMENT,"ID, INST_TYPE",ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_00,INTRA_ARRIVAL_LINE,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_01,INTRA_ARRIVAL_LINE,FROM_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_06,INTRA_ARRIVAL_LINE,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_05,INTRA_ARRIVAL_LINE,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_02,INTRA_ARRIVAL_LINE,ORIG_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_04,INTRA_ARRIVAL_LINE,REGION_ID,REGION,ID,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_07,INTRA_ARRIVAL_LINE,TARIFF_CODE,TARIFF,CODE,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_03,INTRA_ARRIVAL_LINE,TO_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_ARRIVAL_LINE.sql,FK_INTRA_ARRIVAL_LINE_00,INTRA_ARRIVAL_LINE,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_CNSN_RCVR_LN.sql,FKEY9619,INTRA_CNSN_RCVR_LN,"RECEIVER_ID, RECEIVER_LINE_NO",CONSIGN_RCVR_LINE,"RECEIVER_ID, LINE_NO",ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_00,INTRA_DISPTCH_LINE,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_01,INTRA_DISPTCH_LINE,FROM_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_06,INTRA_DISPTCH_LINE,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_05,INTRA_DISPTCH_LINE,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_02,INTRA_DISPTCH_LINE,ORIG_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_04,INTRA_DISPTCH_LINE,REGION_ID,REGION,ID,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_07,INTRA_DISPTCH_LINE,TARIFF_CODE,TARIFF,CODE,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_03,INTRA_DISPTCH_LINE,TO_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_DISPTCH_LINE.sql,FK_INTRA_DISPTCH_LINE_00,INTRA_DISPTCH_LINE,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9341,INTRA_RECEIVR_LINE,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FK_INTREC_FROM_CTRY,INTRA_RECEIVR_LINE,FROM_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9348,INTRA_RECEIVR_LINE,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9347,INTRA_RECEIVR_LINE,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FK_INTREC_FROM_CTRY,INTRA_RECEIVR_LINE,ORIG_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FK_INTREC_TO_CTRY,INTRA_RECEIVR_LINE,"RECEIVER_ID, RECEIVER_LINE_NO",RECEIVER_LINE,"RECEIVER_ID, LINE_NO",ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9343,INTRA_RECEIVR_LINE,REGION_ID,REGION,ID,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9349,INTRA_RECEIVR_LINE,TARIFF_CODE,TARIFF,CODE,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FK_INTREC_ORIG_CTRY,INTRA_RECEIVR_LINE,TO_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_RECEIVR_LINE.sql,FKEY9342,INTRA_RECEIVR_LINE,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9331,INTRA_SHIPPER_LINE,ARRIVAL_CODE,PORT_OF_ARRIVAL,CODE,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FK_INTSHP_FROM_CTRY,INTRA_SHIPPER_LINE,FROM_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9338,INTRA_SHIPPER_LINE,MODE_OF_TRANSPORT,MODE_OF_TRANSPORT,CODE,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9337,INTRA_SHIPPER_LINE,NATURE_OF_TRANS,NATURE_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FK_INTSHP_FROM_CTRY,INTRA_SHIPPER_LINE,ORIG_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FK_INTSHP_TO_CTRY,INTRA_SHIPPER_LINE,"PACKLIST_ID, PACKLIST_LINE_NO",SHIPPER_LINE,"PACKLIST_ID, LINE_NO",ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9333,INTRA_SHIPPER_LINE,REGION_ID,REGION,ID,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9339,INTRA_SHIPPER_LINE,TARIFF_CODE,TARIFF,CODE,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FK_INTSHP_ORIG_CTRY,INTRA_SHIPPER_LINE,TO_COUNTRY_ID,COUNTRY,ID,ALTER_TABLE_FK
dbo.INTRA_SHIPPER_LINE.sql,FKEY9332,INTRA_SHIPPER_LINE,TRANS_CODE,PORT_OF_TRANS,CODE,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FKEY9121,INVENTORY_BALANCE,BUR_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FKEY9123,INVENTORY_BALANCE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FKEY9120,INVENTORY_BALANCE,LAB_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FKEY9119,INVENTORY_BALANCE,MAT_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FKEY9122,INVENTORY_BALANCE,SER_GL_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FK_INVBAL_TO_SITE,INVENTORY_BALANCE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.INVENTORY_BALANCE.sql,FK_INVBAL_TO_SITE,INVENTORY_BALANCE,TRANSACTION_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INVENTORY_TRANS.sql,FK_INVTRANS_TO_SITE,INVENTORY_TRANS,GL_ADJ_ACCT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.INVENTORY_TRANS.sql,FK_INV_TRANS_ISS,INVENTORY_TRANS,ISSUE_REAS_ID,ISSUE_REASON,ID,ALTER_TABLE_FK
dbo.INVENTORY_TRANS.sql,FK_INV_TRANS_ISS,INVENTORY_TRANS,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.INV_RECEIPT_DIST.sql,FKEY9554,INV_RECEIPT_DIST,INV_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_AVE.sql,FKEY9497,INV_TRANS_AVE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.INV_TRANS_AVE.sql,FKEY9497,INV_TRANS_AVE,TRANSACTION_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_CURR.sql,FKEY9418,INV_TRANS_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.INV_TRANS_CURR.sql,FKEY9418,INV_TRANS_CURR,TRANSACTION_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_DIST.sql,FKEY0173,INV_TRANS_DIST,IN_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_DIST.sql,FKEY0173,INV_TRANS_DIST,OUT_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_DIST_TRC.sql,FKEY_ITDT_IN,INV_TRANS_DIST_TRC,IN_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.INV_TRANS_DIST_TRC.sql,FKEY_ITDT_IN,INV_TRANS_DIST_TRC,OUT_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.JOURNAL.sql,FKEY0015,JOURNAL,ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.JOURNAL.sql,FKEY0015,JOURNAL,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.JOURNAL.sql,FK_JRN_BATCH,JOURNAL,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.JOURNAL.sql,FK_JRN_BATCH,JOURNAL,"SITE_ID, BATCH_ID",JOURNAL_BATCH,"SITE_ID, ID",ALTER_TABLE_FK
dbo.JOURNAL_DIM.sql,FK_JOURN_DIM_ACCT,JOURNAL_DIM,ACCOUNT_ID,ACCOUNT,ID,ALTER_TABLE_FK
dbo.JOURNAL_DIM.sql,FK_JOURN_DIM_ACCT,JOURNAL_DIM,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.JOURNAL_DIM.sql,FK_JOURN_DIM_CURR,JOURNAL_DIM,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.LABEL_FORMAT.sql,FKEY9459,LABEL_FORMAT,LABEL_TYPE_ID,LABEL_TYPE,ID,ALTER_TABLE_FK
dbo.LABEL_FORMAT_FIELD.sql,FKEY9460,LABEL_FORMAT_FIELD,LABEL_FORMAT_ID,LABEL_FORMAT,ID,ALTER_TABLE_FK
dbo.LABEL_GROUP.sql,FKEY0299,LABEL_GROUP,LABEL_TYPE_ID,LABEL_TYPE,ID,ALTER_TABLE_FK
dbo.LABEL_GROUP_LINE.sql,FKEY0300,LABEL_GROUP_LINE,LABEL_FORMAT_ID,LABEL_FORMAT,ID,ALTER_TABLE_FK
dbo.LABEL_GROUP_LINE.sql,FKEY0300,LABEL_GROUP_LINE,LABEL_GROUP_ID,LABEL_GROUP,ID,ALTER_TABLE_FK
dbo.LABEL_TYPE_VAR.sql,FKEY9458,LABEL_TYPE_VAR,LABEL_TYPE_ID,LABEL_TYPE,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FK_LABOR_TICKET_00,LABOR_TICKET,DEVIATION_ID,DEVIATION_REASON,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FKEY0048,LABOR_TICKET,EARNING_CODE_ID,EARNING_CODE,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FKEY0051,LABOR_TICKET,EMPLOYEE_ID,EMPLOYEE,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FK_LABORTICKET_TO_SITE,LABOR_TICKET,INDIRECT_ID,INDIRECT,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FKEY0086,LABOR_TICKET,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET.sql,FK_LABOR_TICKET_00,LABOR_TICKET,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET_BREAK.sql,FK_LABOR_TICKET_BREAK_00,LABOR_TICKET_BREAK,TRANSACTION_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.LABOR_TICKET_CURR.sql,FKEY9422,LABOR_TICKET_CURR,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.LABOR_TICKET_CURR.sql,FKEY9422,LABOR_TICKET_CURR,TRANSACTION_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.LANG_DESCRIPTION.sql,FKEY9534,LANG_DESCRIPTION,LANGUAGE_ID,LANGUAGE,ID,ALTER_TABLE_FK
dbo.LANG_DESCRIPTION.sql,FKEY9534,LANG_DESCRIPTION,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.LOCATION.sql,FKEY0117,LOCATION,CUSTOMER_ID,CUSTOMER,ID,ALTER_TABLE_FK
dbo.LOCATION.sql,FKEY9607,LOCATION,VENDOR_ID,VENDOR,ID,ALTER_TABLE_FK
dbo.LOCATION.sql,FKEY0117,LOCATION,WAREHOUSE_ID,WAREHOUSE,ID,ALTER_TABLE_FK
dbo.MARKET.sql,FKEY9591,MARKET,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.MARKET_PRICE.sql,FKEY9596,MARKET_PRICE,CURRENCY_ID,CURRENCY,ID,ALTER_TABLE_FK
dbo.MARKET_PRICE.sql,FKEY9594,MARKET_PRICE,MARKET_ID,MARKET,ID,ALTER_TABLE_FK
dbo.MARKET_PRICE.sql,FKEY9594,MARKET_PRICE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.MARKET_PRICE.sql,FKEY9594,MARKET_PRICE,SELLING_UM,UNITS,UNIT_OF_MEASURE,ALTER_TABLE_FK
dbo.MASTER_SCHEDULE.sql,FK_MSTRSCHD_TO_SITE,MASTER_SCHEDULE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.MASTER_SCHEDULE.sql,FK_MSTRSCHD_TO_SITE,MASTER_SCHEDULE,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST.sql,FK_MOVE_REQUEST_SITE,MOVE_REQUEST,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST_LINE.sql,FK_MOVE_REQ_LINE_LAB_TICKET,MOVE_REQUEST_LINE,INV_TRANS_ID,INVENTORY_TRANS,TRANSACTION_ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST_LINE.sql,FK_MOVE_REQ_LINE_LAB_TICKET,MOVE_REQUEST_LINE,LAB_TRANS_ID,LABOR_TICKET,TRANSACTION_ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST_LINE.sql,FK_MOVE_REQUEST_LINE_INV_TRANS,MOVE_REQUEST_LINE,MOVE_REQUEST_ID,MOVE_REQUEST,ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST_LINE.sql,FK_MOVE_REQUEST_LINE_MOVE_RQST,MOVE_REQUEST_LINE,PART_ID,PART,ID,ALTER_TABLE_FK
dbo.MOVE_REQUEST_LINE.sql,FK_MOVE_REQUEST_LINE_PART,MOVE_REQUEST_LINE,SERV_TRANS_ID,SERVICE_RECEIPT,TRANSACTION_ID,ALTER_TABLE_FK
dbo.OPERATION.sql,FKEY0269,OPERATION,"OPERATION_TYPE, SITE_ID",OPERATION_TYPE,"ID, SITE_ID",ALTER_TABLE_FK
dbo.OPERATION.sql,FKEY0114,OPERATION,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.OPERATION.sql,FK_OPER_TO_SITE,OPERATION,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.OPERATION.sql,FK_OPER_TO_SITE,OPERATION,SITE_ID,SITE,ID,ALTER_TABLE_FK
dbo.OPERATION.sql,FKEY0120,OPERATION,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",WORK_ORDER,"TYPE, BASE_ID, LOT_ID, SPLIT_ID, SUB_ID",ALTER_TABLE_FK
dbo.OPERATION_AUDIT.sql,FKEY0297,OPERATION_AUDIT,SCHEDULE_ID,SCHEDULE,ID,ALTER_TABLE_FK
dbo.OPERATION_BINARY.sql,FKEY0138,OPERATION_BINARY,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",OPERATION,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",ALTER_TABLE_FK
dbo.OPERATION_RESOURCE.sql,FKEY0128,OPERATION_RESOURCE,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.OPERATION_RESOURCE.sql,FKEY0128,OPERATION_RESOURCE,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",OPERATION,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",ALTER_TABLE_FK
dbo.OPERATION_RESOURCE_DISPATCH.sql,FK_OPER_RES_DISP_OPER,OPERATION_RESOURCE_DISPATCH,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",OPERATION,"WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID, SEQUENCE_NO",ALTER_TABLE_FK
dbo.OPERATION_SCHED.sql,FKEY0131,OPERATION_SCHED,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.OPERATION_SCHED.sql,FKEY0131,OPERATION_SCHED,SCHEDULE_ID,SCHEDULE,ID,ALTER_TABLE_FK
dbo.OPERATION_SCHED.sql,FKEY0186,OPERATION_SCHED,"SCHEDULE_ID, WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",WORK_ORDER_SCHED,"SCHEDULE_ID, WORKORDER_TYPE, WORKORDER_BASE_ID, WORKORDER_LOT_ID, WORKORDER_SPLIT_ID, WORKORDER_SUB_ID",ALTER_TABLE_FK
dbo.OPERATION_TYPE.sql,FKEY0112,OPERATION_TYPE,RESOURCE_ID,SHOP_RESOURCE,ID,ALTER_TABLE_FK
dbo.OPERATION_TYPE.sql,FK_OPER_TYPE_TO_SITE,OPERATION_TYPE,SERVICE_ID,SERVICE,ID,ALTER_TABLE_FK
dbo.OPERATION_TYPE.sql,FK_OPER_TYPE_TO_SITE,OPERATION_TYPE,SITE_ID,SITE,ID,ALTER_TABLE_FK
